0.31300  	0.74067  	0.31815  	-0.2626  	0.00049  	-0.6714  	0.40736  	-0.2260  	0.28632  	-1.0867  	-0.1543  	0.47295  	0.32441  	-0.2224  	-1.0704  	1.14755  	-0.2878  	0.24878  	-0.0281  	-0.1307  	-0.2439  	-0.2187  	0.03630  	0.47956  	-0.2251  	-0.1143  	0.27846  	-0.3241  	-0.5379  	-0.2106  	0.11823  	0.38070  	0.35542  	-0.0680  	0.39417  	0.19033  	0.42832  	-0.0871  	-0.2917  	0.36126  	0.10681  	-0.2756  	-0.0074  	0.13077  	0.04981  	-0.0517  	-0.0020  	0.08327  	0.03553  	0.07368  	0.02033  	0.00092  	0.00171  	-0.0037  	-0.0396  	-0.0086  	0.00049  	-0.0268  	-0.0605  	0.02097  	-0.0404  	-0.0273  	0.01266  	0.04349  	0.08917  	0.21566  	-0.0760  	-0.0119  	-0.0447  	0.19066  	
0.26139  	0.66991  	0.29840  	-0.3366  	-0.0231  	-0.7555  	0.41503  	-0.3136  	0.28435  	-0.9989  	-0.1577  	0.45181  	0.34369  	-0.2915  	-1.2281  	1.17703  	-0.2804  	0.30300  	-0.0373  	-0.0842  	-0.4540  	-0.2337  	0.01661  	0.41242  	-0.2132  	-0.0833  	0.14272  	-0.1703  	-0.4329  	-0.1938  	0.14567  	0.35590  	0.36719  	-0.0608  	0.29225  	0.25204  	0.33810  	-0.1248  	-0.2498  	0.37815  	0.14118  	-0.2790  	0.03740  	0.12920  	0.04698  	-0.0502  	0.00434  	0.09730  	0.04322  	0.06993  	0.03146  	-0.0019  	0.00028  	-0.0088  	-0.0395  	-0.0146  	0.00233  	-0.0274  	-0.0533  	0.02149  	-0.0461  	-0.0272  	0.02016  	0.04807  	0.09037  	0.21773  	-0.0744  	-0.0130  	-0.0442  	0.18849  	
0.07145  	0.59549  	0.13495  	-0.5007  	-0.0762  	-0.8966  	0.41371  	-0.3623  	0.20818  	-0.9084  	-0.1320  	0.36114  	0.29151  	-0.3102  	-1.3132  	1.02206  	-0.2922  	0.31866  	-0.0369  	-0.0625  	-0.4764  	-0.2169  	-0.0255  	0.41745  	-0.0893  	-0.1079  	0.23535  	-0.1764  	-0.3780  	-0.1802  	0.12286  	0.33402  	0.29380  	-0.0777  	0.28464  	0.31340  	0.32654  	-0.1398  	-0.2592  	0.36940  	0.12962  	-0.2718  	0.01006  	0.14464  	0.06659  	-0.0497  	0.00170  	0.08353  	0.02474  	0.07473  	0.02808  	-0.0049  	-0.0037  	-0.0090  	-0.0374  	-0.0170  	0.00609  	-0.0295  	-0.0710  	0.01726  	-0.0457  	-0.0298  	0.01871  	0.04547  	0.09139  	0.21924  	-0.0731  	-0.0140  	-0.0438  	0.18721  	
-0.1872  	0.58417  	0.07476  	-0.6039  	-0.1460  	-0.9382  	0.36486  	-0.3849  	0.16077  	-1.0058  	-0.0763  	0.33076  	0.16091  	-0.4625  	-1.2639  	0.98341  	-0.2685  	0.25254  	0.00330  	-0.1617  	-0.3706  	-0.1773  	0.10610  	0.49051  	-0.1594  	-0.1119  	0.28503  	-0.2936  	-0.4400  	-0.1754  	0.12461  	0.36182  	0.24867  	-0.0756  	0.27331  	0.29888  	0.38619  	-0.1194  	-0.2882  	0.34693  	0.13803  	-0.2781  	-0.0324  	0.14775  	0.05076  	-0.0471  	-0.0029  	0.05492  	0.02648  	0.07987  	0.02074  	-0.0075  	0.00605  	0.00519  	-0.0334  	-0.0229  	0.01545  	-0.0209  	-0.0558  	0.02427  	-0.0501  	-0.0267  	0.00520  	0.04225  	0.09223  	0.22019  	-0.0720  	-0.0150  	-0.0435  	0.18679  	
-0.0192  	0.59239  	0.12923  	-0.5214  	-0.1031  	-0.7943  	0.32064  	-0.4051  	0.16591  	-1.0405  	-0.1138  	0.38517  	0.18251  	-0.5447  	-1.2973  	1.05242  	-0.2741  	0.24666  	0.02200  	-0.1738  	-0.3813  	-0.1994  	0.16368  	0.44676  	-0.2085  	-0.0890  	0.26607  	-0.2883  	-0.4436  	-0.1894  	0.11636  	0.36830  	0.27159  	-0.0696  	0.28792  	0.29714  	0.41627  	-0.1149  	-0.2928  	0.35606  	0.13611  	-0.2807  	-0.0130  	0.16316  	0.06068  	-0.0484  	-7.4226  	0.06641  	0.02847  	0.07147  	0.01238  	-0.0056  	-6.0180  	-0.0047  	-0.0355  	-0.0206  	0.00261  	-0.0219  	-0.0587  	0.01415  	-0.0513  	-0.0274  	0.01173  	0.04039  	0.09289  	0.22057  	-0.0713  	-0.0160  	-0.0435  	0.18724  	
0.00210  	0.56840  	0.17910  	-0.4269  	-0.0619  	-0.7935  	0.34922  	-0.3751  	0.17771  	-0.9280  	-0.1071  	0.44731  	0.20066  	-0.5314  	-1.3624  	1.13097  	-0.2844  	0.27091  	0.02124  	-0.1139  	-0.4518  	-0.2159  	0.06813  	0.46624  	-0.1779  	-0.1047  	0.23020  	-0.2296  	-0.4132  	-0.1868  	0.12396  	0.37267  	0.25499  	-0.0799  	0.28008  	0.33792  	0.38521  	-0.1297  	-0.2938  	0.38197  	0.13278  	-0.2896  	-0.0146  	0.15513  	0.06263  	-0.0505  	-0.0030  	0.07042  	0.03819  	0.07196  	0.02445  	-0.0067  	0.00128  	-0.0113  	-0.0352  	-0.0178  	0.00673  	-0.0282  	-0.0612  	0.02401  	-0.0476  	-0.0395  	0.01144  	0.04552  	0.09337  	0.22038  	-0.0708  	-0.0168  	-0.0436  	0.18856  	
0.07356  	0.57966  	0.23183  	-0.3996  	-0.0088  	-0.8167  	0.37464  	-0.3654  	0.19282  	-0.9010  	-0.1062  	0.43585  	0.22297  	-0.5081  	-1.3590  	1.21477  	-0.3117  	0.27964  	0.01629  	-0.0625  	-0.4593  	-0.2259  	-0.0178  	0.45862  	-0.1591  	-0.1131  	0.23511  	-0.2319  	-0.4302  	-0.1877  	0.09959  	0.39322  	0.27648  	-0.0740  	0.33347  	0.34518  	0.38138  	-0.1258  	-0.2987  	0.38381  	0.10584  	-0.2768  	-0.0094  	0.13562  	0.05521  	-0.0509  	-0.0055  	0.07404  	0.04436  	0.07028  	0.03151  	-0.0073  	-0.0007  	-0.0065  	-0.0338  	-0.0186  	0.01017  	-0.0254  	-0.0649  	0.02030  	-0.0544  	-0.0394  	0.01282  	0.04340  	0.09367  	0.21963  	-0.0706  	-0.0176  	-0.0439  	0.19076  	
0.08886  	0.63087  	0.26844  	-0.4273  	-0.0392  	-0.7666  	0.39959  	-0.3933  	0.17995  	-0.9122  	-0.1282  	0.39038  	0.17611  	-0.5364  	-1.4002  	1.21363  	-0.3142  	0.29714  	0.00133  	-0.0983  	-0.4866  	-0.1719  	-0.0395  	0.41274  	-0.1212  	-0.1165  	0.23516  	-0.1958  	-0.3861  	-0.1766  	0.10306  	0.39057  	0.26665  	-0.0727  	0.28154  	0.35855  	0.36254  	-0.1311  	-0.2607  	0.39534  	0.13065  	-0.2880  	0.00068  	0.16243  	0.06853  	-0.0521  	-0.0180  	0.07532  	0.05199  	0.06690  	0.03247  	-0.0092  	0.00685  	-0.0055  	-0.0281  	-0.0156  	0.00563  	-0.0281  	-0.0638  	0.02237  	-0.0519  	-0.0370  	0.01518  	0.04560  	0.09379  	0.21731  	-0.0707  	-0.0177  	-0.0453  	0.19606  	
-0.1550  	0.55705  	0.12073  	-0.5238  	-0.1155  	-0.9191  	0.36769  	-0.3813  	0.16961  	-0.9277  	-0.0740  	0.40724  	0.19342  	-0.4610  	-1.4139  	1.05617  	-0.2854  	0.27429  	-0.0071  	-0.0543  	-0.4396  	-0.1734  	-0.0186  	0.47827  	-0.1069  	-0.1162  	0.24364  	-0.2208  	-0.3684  	-0.1507  	0.11348  	0.35268  	0.24517  	-0.0694  	0.28225  	0.37304  	0.33539  	-0.1378  	-0.2746  	0.37866  	0.12311  	-0.2905  	-0.0404  	0.12992  	0.05808  	-0.0560  	-0.0019  	0.06385  	0.04950  	0.07096  	0.03044  	-0.0043  	0.00011  	-0.0057  	-0.0390  	-0.0233  	0.00291  	-0.0200  	-0.0648  	0.01541  	-0.0539  	-0.0350  	0.01705  	0.03716  	0.09253  	0.21529  	-0.0711  	-0.0185  	-0.0457  	0.19909  	
-0.3355  	0.48140  	-0.0636  	-0.5018  	-0.0146  	-1.0070  	0.38679  	-0.3881  	0.15556  	-0.9902  	-0.0846  	0.42689  	0.22116  	-0.4259  	-1.2128  	0.90196  	-0.2797  	0.23518  	-0.0187  	-0.0973  	-0.4256  	-0.1633  	0.03996  	0.49438  	-0.1333  	-0.0953  	0.30893  	-0.2286  	-0.3891  	-0.1523  	0.12566  	0.32267  	0.26780  	-0.0603  	0.29347  	0.30527  	0.32654  	-0.1531  	-0.2596  	0.36674  	0.07084  	-0.2562  	-0.0627  	0.13187  	0.07178  	-0.0493  	-0.0036  	0.05095  	0.03422  	0.07692  	0.03097  	-0.0085  	-0.0030  	0.00290  	-0.0410  	-0.0136  	0.00689  	-0.0274  	-0.0551  	0.02980  	-0.0497  	-0.0316  	0.00374  	0.04157  	0.09246  	0.21271  	-0.0719  	-0.0194  	-0.0459  	0.20150  	
