0.31944  	0.74405  	0.33098  	-0.2741  	-0.0122  	-0.6730  	0.40366  	-0.2219  	0.28655  	-1.0906  	-0.1359  	0.47219  	0.32094  	-0.2135  	-1.0683  	1.15405  	-0.2853  	0.24431  	-0.0301  	-0.1439  	-0.2220  	-0.2228  	0.04968  	0.48940  	-0.2307  	-0.1148  	0.28809  	-0.3391  	-0.5579  	-0.2115  	0.12228  	0.38179  	0.35719  	-0.0680  	0.40072  	0.18074  	0.44273  	-0.0823  	-0.3025  	0.35443  	0.10565  	-0.2771  	-0.0076  	0.12753  	0.04563  	-0.0501  	-0.0031  	0.08350  	0.03449  	0.07386  	0.01995  	0.00200  	0.00187  	-0.0038  	-0.0399  	-0.0090  	-0.0008  	-0.0274  	-0.0607  	0.02125  	-0.0407  	-0.0267  	0.01317  	0.04375  	0.08667  	0.21290  	-0.0759  	-0.0121  	-0.0449  	0.19440  	
0.22680  	0.6725  	0.27443  	-0.3766  	-0.0375  	-0.7824  	0.41081  	-0.3236  	0.27116  	-0.9914  	-0.1363  	0.45205  	0.33013  	-0.2998  	-1.2579  	1.17267  	-0.2822  	0.31032  	-0.0339  	-0.0771  	-0.4505  	-0.2475  	0.01278  	0.40274  	-0.2194  	-0.0772  	0.14487  	-0.1594  	-0.4403  	-0.1991  	0.14386  	0.35295  	0.36571  	-0.0606  	0.28945  	0.25102  	0.33595  	-0.1225  	-0.2528  	0.37071  	0.14093  	-0.2786  	0.03622  	0.13029  	0.04750  	-0.0476  	0.00723  	0.09737  	0.04207  	0.06909  	0.02845  	0.00026  	-0.0015  	-0.0090  	-0.0388  	-0.0178  	-1.1780  	-0.0275  	-0.0580  	0.02006  	-0.0462  	-0.0272  	0.01835  	0.04641  	0.09085  	0.21754  	-0.0743  	-0.0131  	-0.0442  	0.17938  	
0.00751  	0.58485  	0.11422  	-0.5172  	-0.0706  	-0.9100  	0.39521  	-0.3703  	0.19610  	-0.9228  	-0.1157  	0.36996  	0.27747  	-0.3465  	-1.3581  	1.00228  	-0.2931  	0.32050  	-0.0356  	-0.0636  	-0.4900  	-0.2209  	-0.0039  	0.40833  	-0.1240  	-0.0977  	0.21999  	-0.1454  	-0.3692  	-0.1728  	0.13448  	0.33709  	0.30269  	-0.0718  	0.27509  	0.31441  	0.31900  	-0.1470  	-0.2612  	0.36947  	0.13637  	-0.2786  	0.00361  	0.14487  	0.06228  	-0.0524  	-0.0017  	0.08093  	0.02978  	0.06847  	0.03230  	-0.0025  	-0.0011  	-0.0103  	-0.0435  	-0.0158  	0.00989  	-0.0277  	-0.0690  	0.01860  	-0.0468  	-0.0267  	0.01644  	0.04547  	0.09446  	0.22122  	-0.0730  	-0.0140  	-0.0437  	0.16654  	
-0.1864  	0.57764  	0.07826  	-0.6073  	-0.1495  	-0.9372  	0.35484  	-0.4009  	0.17059  	-0.9988  	-0.0752  	0.33103  	0.15095  	-0.4907  	-1.2995  	0.99639  	-0.2652  	0.24777  	0.00362  	-0.1675  	-0.3699  	-0.1838  	0.11921  	0.47887  	-0.1704  	-0.1069  	0.27603  	-0.2942  	-0.4352  	-0.1791  	0.12820  	0.35784  	0.24900  	-0.0753  	0.26844  	0.30202  	0.39215  	-0.1148  	-0.2920  	0.34171  	0.14941  	-0.2829  	-0.0262  	0.15185  	0.05041  	-0.0492  	-0.0007  	0.05844  	0.02624  	0.07969  	0.01977  	-0.0072  	0.00609  	0.00350  	-0.0329  	-0.0231  	0.01075  	-0.0198  	-0.0557  	0.02205  	-0.0516  	-0.0280  	0.00976  	0.04330  	0.09751  	0.22395  	-0.0720  	-0.0148  	-0.0434  	0.15590  	
-0.0131  	0.58472  	0.13353  	-0.5063  	-0.0971  	-0.8079  	0.32222  	-0.3962  	0.16889  	-1.0237  	-0.1130  	0.38343  	0.18295  	-0.5543  	-1.3138  	1.06637  	-0.2742  	0.25235  	0.01567  	-0.1644  	-0.3941  	-0.1989  	0.14061  	0.44225  	-0.2003  	-0.0919  	0.25353  	-0.2839  	-0.4431  	-0.1797  	0.11136  	0.36697  	0.26399  	-0.0712  	0.29250  	0.30396  	0.41374  	-0.1172  	-0.2967  	0.35660  	0.13364  	-0.2825  	-0.0123  	0.16397  	0.06027  	-0.0488  	-0.0018  	0.06421  	0.03074  	0.07080  	0.01186  	-0.0057  	-8.6054  	-0.0048  	-0.0329  	-0.0191  	0.00609  	-0.0208  	-0.0608  	0.01267  	-0.0528  	-0.0295  	0.01388  	0.04083  	0.10000  	0.22572  	-0.0712  	-0.0156  	-0.0432  	0.14744  	
0.00471  	0.56157  	0.18222  	-0.4307  	-0.0602  	-0.7883  	0.33565  	-0.3815  	0.16939  	-0.9270  	-0.0921  	0.44505  	0.20127  	-0.5470  	-1.3763  	1.15108  	-0.2788  	0.26577  	0.02857  	-0.1144  	-0.4395  	-0.2219  	0.06338  	0.47967  	-0.1678  	-0.1099  	0.23782  	-0.2406  	-0.4275  	-0.1833  	0.12112  	0.37702  	0.24756  	-0.0843  	0.29321  	0.34292  	0.39643  	-0.1298  	-0.3040  	0.37793  	0.12440  	-0.2858  	-0.0145  	0.14983  	0.06303  	-0.0478  	-0.0030  	0.06874  	0.03739  	0.07344  	0.02549  	-0.0066  	0.00139  	-0.0105  	-0.0352  	-0.0167  	0.00766  	-0.0284  	-0.0607  	0.02444  	-0.0480  	-0.0426  	0.01077  	0.04350  	0.10193  	0.22654  	-0.0707  	-0.0164  	-0.0431  	0.14117  	
0.07453  	0.58005  	0.23844  	-0.3842  	0.00462  	-0.8136  	0.36947  	-0.3675  	0.18476  	-0.9034  	-0.1156  	0.42817  	0.22158  	-0.5154  	-1.3623  	1.24002  	-0.3087  	0.27583  	0.02043  	-0.0718  	-0.4455  	-0.2236  	-0.0216  	0.46990  	-0.1478  	-0.1157  	0.25867  	-0.2582  	-0.4471  	-0.1891  	0.09517  	0.39563  	0.27398  	-0.0764  	0.34168  	0.34909  	0.38899  	-0.1244  	-0.3053  	0.38669  	0.09404  	-0.2706  	-0.0098  	0.13064  	0.05587  	-0.0481  	-0.0051  	0.07368  	0.04270  	0.07283  	0.03380  	-0.0077  	-0.0010  	-0.0060  	-0.0350  	-0.0189  	0.01089  	-0.0246  	-0.0659  	0.02151  	-0.0551  	-0.0425  	0.01261  	0.04376  	0.10329  	0.22640  	-0.0704  	-0.0171  	-0.0432  	0.13709  	
0.08721  	0.63040  	0.28447  	-0.4286  	-0.0349  	-0.7787  	0.39113  	-0.3929  	0.17409  	-0.9096  	-0.1113  	0.39541  	0.16022  	-0.5578  	-1.4128  	1.24216  	-0.3186  	0.30044  	0.00402  	-0.0869  	-0.4759  	-0.1762  	-0.0485  	0.42459  	-0.1123  	-0.1162  	0.24148  	-0.2041  	-0.3992  	-0.1780  	0.09922  	0.38954  	0.26451  	-0.0769  	0.28943  	0.36361  	0.37652  	-0.1269  	-0.2700  	0.39438  	0.12188  	-0.2834  	0.00241  	0.16246  	0.07142  	-0.0511  	-0.0198  	0.07405  	0.05293  	0.07004  	0.03530  	-0.0103  	0.00815  	-0.0070  	-0.0279  	-0.0134  	0.00808  	-0.0273  	-0.0640  	0.02361  	-0.0534  	-0.0371  	0.01204  	0.04628  	0.10438  	0.22469  	-0.0703  	-0.0171  	-0.0444  	0.13959  	
-0.1492  	0.56277  	0.12680  	-0.5039  	-0.1081  	-0.9119  	0.35234  	-0.3865  	0.16294  	-0.9187  	-0.0859  	0.41393  	0.18485  	-0.4776  	-1.4189  	1.07561  	-0.2851  	0.27587  	-0.0034  	-0.0482  	-0.4404  	-0.1728  	-0.0233  	0.47437  	-0.1038  	-0.1193  	0.24543  	-0.2203  	-0.3633  	-0.1471  	0.10671  	0.35704  	0.24402  	-0.0748  	0.27698  	0.37556  	0.33013  	-0.1377  	-0.2712  	0.38413  	0.11803  	-0.2872  	-0.0394  	0.13302  	0.05729  	-0.0542  	-0.0044  	0.06530  	0.04752  	0.06971  	0.03141  	-0.0050  	0.00221  	-0.0033  	-0.0397  	-0.0219  	0.00482  	-0.0192  	-0.0701  	0.01659  	-0.0529  	-0.0368  	0.02030  	0.03873  	0.10343  	0.22252  	-0.0706  	-0.0177  	-0.0445  	0.14051  	
-0.3442  	0.48218  	-0.0732  	-0.5105  	-0.0131  	-1.0084  	0.38590  	-0.3986  	0.15063  	-0.9803  	-0.0860  	0.42224  	0.21678  	-0.4374  	-1.2150  	0.90080  	-0.2749  	0.22626  	-0.0150  	-0.1004  	-0.4307  	-0.1669  	0.03933  	0.49935  	-0.1158  	-0.0982  	0.31314  	-0.2374  	-0.3799  	-0.1423  	0.12634  	0.32799  	0.26700  	-0.0610  	0.29008  	0.31189  	0.33302  	-0.1521  	-0.2616  	0.36291  	0.07365  	-0.2528  	-0.0633  	0.13231  	0.07364  	-0.0479  	-0.0037  	0.04700  	0.03292  	0.07536  	0.03139  	-0.0068  	-0.0023  	0.00387  	-0.0402  	-0.0150  	0.00694  	-0.0268  	-0.0538  	0.03101  	-0.0483  	-0.0291  	0.00109  	0.04171  	0.10313  	0.21907  	-0.0711  	-0.0185  	-0.0445  	0.13706  	
